"","TYPE","YEAR","MONTH","address","lon","lat","GPS","city"
"263","Mischief Under $5000",2014,1,"2200 DUNDAS ST",NA,NA,NA,"VANCOUVER BC"
"264","Mischief Under $5000",2014,1,"200 GORE AVE",NA,NA,NA,"VANCOUVER BC"
"265","Mischief Under $5000",2014,1,"1100 ROBSON ST",NA,NA,NA,"VANCOUVER BC"
"266","Mischief Under $5000",2014,1,"2900 W 43RD AVE",NA,NA,NA,"VANCOUVER BC"
"267","Mischief Under $5000",2014,1,"E 53RD AVE / PRINCE EDWARD ST",NA,NA,NA,"VANCOUVER BC"
"268","Mischief Under $5000",2014,1,"2900 W 20TH AVE",NA,NA,NA,"VANCOUVER BC"
"269","Mischief Under $5000",2014,1,"700 BUTE ST",NA,NA,NA,"VANCOUVER BC"
"270","Mischief Under $5000",2014,1,"800 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"271","Mischief Under $5000",2014,1,"100 W HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"272","Mischief Under $5000",2014,1,"3000 E 23RD AVE",NA,NA,NA,"VANCOUVER BC"
"273","Mischief Under $5000",2014,1,"500 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"274","Mischief Under $5000",2014,1,"8500 FRASER ST",NA,NA,NA,"VANCOUVER BC"
"275","Mischief Under $5000",2014,1,"1500 CHARLES ST",NA,NA,NA,"VANCOUVER BC"
"276","Mischief Under $5000",2014,1,"1600 NAPIER ST",NA,NA,NA,"VANCOUVER BC"
"277","Mischief Under $5000",2014,1,"700 PACIFIC BLVD",NA,NA,NA,"VANCOUVER BC"
"278","Mischief Under $5000",2014,1,"3600 TANNER ST",NA,NA,NA,"VANCOUVER BC"
"279","Mischief Under $5000",2014,1,"1700 GRAVELEY ST",NA,NA,NA,"VANCOUVER BC"
"280","Mischief Under $5000",2014,1,"3300 WELLINGTON AVE",NA,NA,NA,"VANCOUVER BC"
"281","Mischief Under $5000",2014,1,"2600 LAUREL ST",NA,NA,NA,"VANCOUVER BC"
"282","Mischief Under $5000",2014,1,"100 WATER ST",NA,NA,NA,"VANCOUVER BC"
"283","Mischief Under $5000",2014,1,"1700 E 55TH AVE",NA,NA,NA,"VANCOUVER BC"
"284","Mischief Under $5000",2014,1,"1100 E PENDER ST",NA,NA,NA,"VANCOUVER BC"
"285","Mischief Under $5000",2014,1,"E 5TH AVE / SCOTIA ST",NA,NA,NA,"VANCOUVER BC"
"286","Mischief Under $5000",2014,1,"2300 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"287","Mischief Under $5000",2014,1,"6200 EAST BLVD",NA,NA,NA,"VANCOUVER BC"
"288","Mischief Under $5000",2014,1,"800 DAVIE ST",NA,NA,NA,"VANCOUVER BC"
"289","Mischief Under $5000",2014,1,"2700 E 47TH AVE",NA,NA,NA,"VANCOUVER BC"
"290","Mischief Under $5000",2014,1,"1500 E PENDER ST",NA,NA,NA,"VANCOUVER BC"
"291","Mischief Under $5000",2014,1,"2200 CAMBRIDGE ST",NA,NA,NA,"VANCOUVER BC"
"292","Mischief Under $5000",2014,1,"1100 BUTE ST",NA,NA,NA,"VANCOUVER BC"
"293","Mischief Under $5000",2014,1,"5700 WILLOW ST",NA,NA,NA,"VANCOUVER BC"
"294","Mischief Under $5000",2014,1,"1000 E 33RD AVE",NA,NA,NA,"VANCOUVER BC"
"295","Mischief Under $5000",2014,1,"900 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"296","Mischief Under $5000",2014,1,"900 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"297","Mischief Under $5000",2014,1,"4800 HENRY ST",NA,NA,NA,"VANCOUVER BC"
"298","Mischief Under $5000",2014,1,"2700 TRIMBLE ST",NA,NA,NA,"VANCOUVER BC"
"299","Mischief Under $5000",2014,1,"5600 ONTARIO ST",NA,NA,NA,"VANCOUVER BC"
"300","Mischief Under $5000",2014,1,"700 KINGSWAY AVE",NA,NA,NA,"VANCOUVER BC"
"301","Mischief Under $5000",2014,1,"3400 W 8TH AVE",NA,NA,NA,"VANCOUVER BC"
"302","Mischief Under $5000",2014,1,"1300 BARCLAY ST",NA,NA,NA,"VANCOUVER BC"
"303","Mischief Under $5000",2014,1,"400 E 47TH AVE",NA,NA,NA,"VANCOUVER BC"
"304","Mischief Under $5000",2014,1,"6400 ADERA ST",NA,NA,NA,"VANCOUVER BC"
"305","Mischief Under $5000",2014,1,"400 E 47TH AVE",NA,NA,NA,"VANCOUVER BC"
"306","Mischief Under $5000",2014,1,"8300 PRINCE EDWARD ST",NA,NA,NA,"VANCOUVER BC"
"307","Mischief Under $5000",2014,1,"OAK ST / W 11TH AVE",NA,NA,NA,"VANCOUVER BC"
"308","Mischief Under $5000",2014,1,"3300 E 22ND AVE",NA,NA,NA,"VANCOUVER BC"
"309","Mischief Under $5000",2014,1,"HEMLOCK ST / W BROADWAY AVE",NA,NA,NA,"VANCOUVER BC"
"310","Mischief Under $5000",2014,1,"1500 KITCHENER ST",NA,NA,NA,"VANCOUVER BC"
"311","Mischief Under $5000",2014,1,"6200 VICTORIA DR",NA,NA,NA,"VANCOUVER BC"
"312","Mischief Under $5000",2014,1,"200 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"313","Mischief Under $5000",2014,1,"3000 W 6TH AVE",NA,NA,NA,"VANCOUVER BC"
"314","Mischief Under $5000",2014,1,"1600 BAYSHORE DR",NA,NA,NA,"VANCOUVER BC"
"315","Mischief Under $5000",2014,1,"100 E 7TH AVE",NA,NA,NA,"VANCOUVER BC"
"316","Mischief Under $5000",2014,1,"100 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"317","Mischief Under $5000",2014,1,"6200 VICTORIA DR",NA,NA,NA,"VANCOUVER BC"
"318","Mischief Under $5000",2014,1,"900 W 16TH AVE",NA,NA,NA,"VANCOUVER BC"
"319","Mischief Under $5000",2014,1,"5200 JOYCE ST",NA,NA,NA,"VANCOUVER BC"
"320","Mischief Under $5000",2014,1,"4300 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"321","Mischief Under $5000",2014,1,"COOK ST / W 1ST AVE",NA,NA,NA,"VANCOUVER BC"
"322","Mischief Under $5000",2014,1,"6400 KILLARNEY ST",NA,NA,NA,"VANCOUVER BC"
"323","Mischief Under $5000",2014,1,"1900 W 10TH AVE",NA,NA,NA,"VANCOUVER BC"
"324","Mischief Under $5000",2014,1,"1100 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"325","Mischief Under $5000",2014,1,"800 PRIOR ST",NA,NA,NA,"VANCOUVER BC"
"326","Mischief Under $5000",2014,1,"800 E 23RD AVE",NA,NA,NA,"VANCOUVER BC"
"327","Mischief Under $5000",2014,1,"700 W GEORGIA ST",NA,NA,NA,"VANCOUVER BC"
"328","Mischief Under $5000",2014,1,"2100 COMMERCIAL DR",NA,NA,NA,"VANCOUVER BC"
"329","Mischief Under $5000",2014,1,"800 SALSBURY DR",NA,NA,NA,"VANCOUVER BC"
"330","Mischief Under $5000",2014,1,"2500 COMMERCIAL DR",NA,NA,NA,"VANCOUVER BC"
"331","Mischief Under $5000",2014,1,"1400 W 13TH AVE",NA,NA,NA,"VANCOUVER BC"
"332","Mischief Under $5000",2014,1,"5600 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"333","Mischief Under $5000",2014,1,"300 E 20TH AVE",NA,NA,NA,"VANCOUVER BC"
"334","Mischief Under $5000",2014,1,"100 SMITHE ST",NA,NA,NA,"VANCOUVER BC"
"335","Mischief Under $5000",2014,1,"1400 SW MARINE DR",NA,NA,NA,"VANCOUVER BC"
"336","Mischief Under $5000",2014,1,"100 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"337","Mischief Under $5000",2014,1,"JERVIS ST / W GEORGIA ST",NA,NA,NA,"VANCOUVER BC"
"338","Mischief Under $5000",2014,1,"3000 E 52ND AVE",NA,NA,NA,"VANCOUVER BC"
"339","Mischief Under $5000",2014,1,"E 7TH AVE / QUEBEC ST",NA,NA,NA,"VANCOUVER BC"
"340","Mischief Under $5000",2014,1,"700 DURWARD AVE",NA,NA,NA,"VANCOUVER BC"
"341","Mischief Under $5000",2014,1,"500 SHANGHAI ALLY",NA,NA,NA,"VANCOUVER BC"
"342","Mischief Under $5000",2014,1,"700 KINGSWAY AVE",NA,NA,NA,"VANCOUVER BC"
"343","Mischief Under $5000",2014,1,"600 W 41ST AVE",NA,NA,NA,"VANCOUVER BC"
"344","Mischief Under $5000",2014,1,"400 E 51ST AVE",NA,NA,NA,"VANCOUVER BC"
"345","Mischief Under $5000",2014,1,"8400 DUFF ST",NA,NA,NA,"VANCOUVER BC"
"346","Mischief Under $5000",2014,1,"100 WATER ST",NA,NA,NA,"VANCOUVER BC"
"347","Mischief Under $5000",2014,1,"500 RAYMUR AVE",NA,NA,NA,"VANCOUVER BC"
"348","Mischief Under $5000",2014,1,"1000 UNION ST",NA,NA,NA,"VANCOUVER BC"
"349","Mischief Under $5000",2014,1,"400 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"350","Mischief Under $5000",2014,1,"800 BURRARD ST",NA,NA,NA,"VANCOUVER BC"
"351","Mischief Under $5000",2014,1,"1900 W 4TH AVE",NA,NA,NA,"VANCOUVER BC"
"352","Mischief Under $5000",2014,1,"2100 E 11TH AVE",NA,NA,NA,"VANCOUVER BC"
"353","Mischief Under $5000",2014,1,"4200 FRASER ST",NA,NA,NA,"VANCOUVER BC"
"354","Mischief Under $5000",2014,1,"600 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"355","Mischief Under $5000",2014,1,"400 KINGSWAY AVE",NA,NA,NA,"VANCOUVER BC"
"356","Mischief Under $5000",2014,1,"1000 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"357","Mischief Under $5000",2014,1,"800 E 6TH AVE",NA,NA,NA,"VANCOUVER BC"
"358","Mischief Under $5000",2014,1,"600 PIPELINE RD",NA,NA,NA,"VANCOUVER BC"
"359","Mischief Under $5000",2014,1,"200 E PENDER ST",NA,NA,NA,"VANCOUVER BC"
"360","Mischief Under $5000",2014,1,"700 W 8TH AVE",NA,NA,NA,"VANCOUVER BC"
"361","Mischief Under $5000",2014,1,"2100 E 11TH AVE",NA,NA,NA,"VANCOUVER BC"
"362","Mischief Under $5000",2014,1,"1000 HOWE ST",NA,NA,NA,"VANCOUVER BC"
"363","Mischief Under $5000",2014,1,"2700 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"364","Mischief Under $5000",2014,1,"3100 CAROLINA ST",NA,NA,NA,"VANCOUVER BC"
"365","Mischief Under $5000",2014,1,"500 E 20TH AVE",NA,NA,NA,"VANCOUVER BC"
"366","Mischief Under $5000",2014,1,"1200 W 12TH AVE",NA,NA,NA,"VANCOUVER BC"
"367","Mischief Under $5000",2014,1,"1400 KINGSWAY AVE",NA,NA,NA,"VANCOUVER BC"
"368","Mischief Under $5000",2014,1,"700 E 12TH AVE",NA,NA,NA,"VANCOUVER BC"
"369","Mischief Under $5000",2014,1,"3500 W 14TH AVE",NA,NA,NA,"VANCOUVER BC"
"370","Mischief Under $5000",2014,1,"3400 GLEN DR",NA,NA,NA,"VANCOUVER BC"
"371","Mischief Under $5000",2014,1,"1200 KINGSWAY AVE",NA,NA,NA,"VANCOUVER BC"
"372","Mischief Under $5000",2014,1,"1500 W 11TH AVE",NA,NA,NA,"VANCOUVER BC"
"373","Mischief Under $5000",2014,1,"100 W PENDER ST",NA,NA,NA,"VANCOUVER BC"
"374","Mischief Under $5000",2014,1,"600 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"375","Mischief Under $5000",2014,1,"CAMBIE ST / W 8TH AVE",NA,NA,NA,"VANCOUVER BC"
"376","Mischief Under $5000",2014,1,"400 E 11TH AVE",NA,NA,NA,"VANCOUVER BC"
"377","Mischief Under $5000",2014,1,"5400 BRUCE ST",NA,NA,NA,"VANCOUVER BC"
"378","Mischief Under $5000",2014,1,"200 E 50TH AVE",NA,NA,NA,"VANCOUVER BC"
"379","Mischief Under $5000",2014,1,"CAMBIE ST / W 38TH AVE",NA,NA,NA,"VANCOUVER BC"
"380","Mischief Under $5000",2014,1,"100 N CASSIAR ST",NA,NA,NA,"VANCOUVER BC"
"381","Mischief Under $5000",2014,1,"200 E 21ST AVE",NA,NA,NA,"VANCOUVER BC"
"382","Mischief Under $5000",2014,1,"800 SEYMOUR ST",NA,NA,NA,"VANCOUVER BC"
"383","Mischief Under $5000",2014,1,"400 W BROADWAY AVE",NA,NA,NA,"VANCOUVER BC"
"384","Mischief Under $5000",2014,1,"600 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"385","Mischief Under $5000",2014,1,"500 RICHARDS ST",NA,NA,NA,"VANCOUVER BC"
"386","Mischief Under $5000",2014,1,"100 E 21ST AVE",NA,NA,NA,"VANCOUVER BC"
"387","Mischief Under $5000",2014,1,"5600 CAMBIE ST",NA,NA,NA,"VANCOUVER BC"
"388","Mischief Under $5000",2014,1,"700 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"389","Mischief Under $5000",2014,1,"3700 W 6TH AVE",NA,NA,NA,"VANCOUVER BC"
"390","Mischief Under $5000",2014,1,"6700 CULLODEN ST",NA,NA,NA,"VANCOUVER BC"
"391","Mischief Under $5000",2014,1,"400 POWELL ST",NA,NA,NA,"VANCOUVER BC"
"392","Mischief Under $5000",2014,1,"500 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"393","Mischief Under $5000",2014,1,"100 ALEXANDER ST",NA,NA,NA,"VANCOUVER BC"
"394","Mischief Under $5000",2014,1,"700 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"395","Mischief Under $5000",2014,1,"6700 HEATHER ST",NA,NA,NA,"VANCOUVER BC"
"396","Mischief Under $5000",2014,1,"4000 W 19TH AVE",NA,NA,NA,"VANCOUVER BC"
"397","Mischief Under $5000",2014,1,"100 BLOOD ALLEY SQ",NA,NA,NA,"VANCOUVER BC"
"398","Mischief Under $5000",2014,1,"1400 NELSON ST",NA,NA,NA,"VANCOUVER BC"
"399","Mischief Under $5000",2014,1,"800 DENMAN ST",NA,NA,NA,"VANCOUVER BC"
"400","Mischief Under $5000",2014,1,"6200 KILLARNEY ST",NA,NA,NA,"VANCOUVER BC"
"401","Mischief Under $5000",2014,1,"200 E 51ST AVE",NA,NA,NA,"VANCOUVER BC"
"402","Mischief Under $5000",2014,1,"1800 E 47TH AVE",NA,NA,NA,"VANCOUVER BC"
"403","Mischief Under $5000",2014,1,"300 CARRALL ST",NA,NA,NA,"VANCOUVER BC"
"404","Mischief Under $5000",2014,1,"400 ROBSON ST",NA,NA,NA,"VANCOUVER BC"
"405","Mischief Under $5000",2014,1,"2200 COMMERCIAL DR",NA,NA,NA,"VANCOUVER BC"
"406","Mischief Under $5000",2014,1,"500 ROBSON ST",NA,NA,NA,"VANCOUVER BC"
"407","Mischief Under $5000",2014,1,"100 W 23RD AVE",NA,NA,NA,"VANCOUVER BC"
"408","Mischief Under $5000",2014,1,"7500 JASPER CRES",NA,NA,NA,"VANCOUVER BC"
"409","Mischief Under $5000",2014,1,"MANITOBA ST / W 3RD AVE",NA,NA,NA,"VANCOUVER BC"
"410","Mischief Under $5000",2014,1,"2800 W 24TH AVE",NA,NA,NA,"VANCOUVER BC"
"411","Mischief Under $5000",2014,1,"1200 W HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"412","Mischief Under $5000",2014,1,"100 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"413","Mischief Under $5000",2014,1,"CLARK DR / E BROADWAY AVE",NA,NA,NA,"VANCOUVER BC"
"414","Mischief Under $5000",2014,1,"1100 BURRARD ST",NA,NA,NA,"VANCOUVER BC"
"415","Mischief Under $5000",2014,1,"CARRALL ST / W HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"416","Mischief Under $5000",2014,1,"900 SEYMOUR ST",NA,NA,NA,"VANCOUVER BC"
"417","Mischief Under $5000",2014,1,"MAIN ST / UNION ST",NA,NA,NA,"VANCOUVER BC"
"418","Mischief Under $5000",2014,1,"300 KEEFER ST",NA,NA,NA,"VANCOUVER BC"
"419","Mischief Under $5000",2014,1,"3400 W 8TH AVE",NA,NA,NA,"VANCOUVER BC"
"420","Mischief Under $5000",2014,1,"1700 E BROADWAY AVE",NA,NA,NA,"VANCOUVER BC"
"421","Mischief Under $5000",2014,1,"8700 SELKIRK ST",NA,NA,NA,"VANCOUVER BC"
"422","Mischief Under $5000",2014,1,"7300 REBEKAH DR",NA,NA,NA,"VANCOUVER BC"
"423","Mischief Under $5000",2014,1,"800 HOMER ST",NA,NA,NA,"VANCOUVER BC"
"424","Mischief Under $5000",2014,1,"1300 JERVIS ST",NA,NA,NA,"VANCOUVER BC"
"425","Mischief Under $5000",2014,1,"100 W PENDER ST",NA,NA,NA,"VANCOUVER BC"
"426","Mischief Under $5000",2014,1,"NELSON ST / PACIFIC BLVD",NA,NA,NA,"VANCOUVER BC"
"427","Mischief Under $5000",2014,1,"400 E PENDER ST",NA,NA,NA,"VANCOUVER BC"
"428","Mischief Under $5000",2014,1,"5300 COMMERCIAL ST",NA,NA,NA,"VANCOUVER BC"
"429","Mischief Under $5000",2014,1,"COLUMBIA ST / E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"430","Mischief Under $5000",2014,1,"6500 FRASER ST",NA,NA,NA,"VANCOUVER BC"
"431","Mischief Under $5000",2014,1,"1100 DAVIE ST",NA,NA,NA,"VANCOUVER BC"
"432","Mischief Under $5000",2014,1,"1900 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"433","Mischief Under $5000",2014,1,"COMMERCIAL DR / E 13TH AVE",NA,NA,NA,"VANCOUVER BC"
"434","Mischief Under $5000",2014,1,"5900 FRASER ST",NA,NA,NA,"VANCOUVER BC"
"435","Mischief Under $5000",2014,1,"2400 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"436","Mischief Under $5000",2014,1,"1700 DRUMMOND DR",NA,NA,NA,"VANCOUVER BC"
"437","Mischief Under $5000",2014,1,"800 CASSIAR ST",NA,NA,NA,"VANCOUVER BC"
"438","Mischief Under $5000",2014,1,"NELSON ST / PACIFIC BLVD",NA,NA,NA,"VANCOUVER BC"
"439","Mischief Under $5000",2014,1,"HOWE ST / NELSON ST",NA,NA,NA,"VANCOUVER BC"
"440","Mischief Under $5000",2014,1,"3400 W 8TH AVE",NA,NA,NA,"VANCOUVER BC"
"441","Mischief Under $5000",2014,1,"1400 QUEBEC ST",NA,NA,NA,"VANCOUVER BC"
"442","Mischief Under $5000",2014,1,"600 W HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"443","Mischief Under $5000",2014,1,"3600 WILLIAM ST",NA,NA,NA,"VANCOUVER BC"
"444","Mischief Under $5000",2014,1,"1100 W HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"445","Mischief Under $5000",2014,1,"1600 W 60TH AVE",NA,NA,NA,"VANCOUVER BC"
"446","Mischief Under $5000",2014,1,"2600 W BROADWAY AVE",NA,NA,NA,"VANCOUVER BC"
"447","Mischief Under $5000",2014,1,"1900 E 39TH AVE",NA,NA,NA,"VANCOUVER BC"
"448","Mischief Under $5000",2014,1,"BIRCH ST / W 13TH AVE",NA,NA,NA,"VANCOUVER BC"
"449","Mischief Under $5000",2014,1,"800 TERMINAL AVE",NA,NA,NA,"VANCOUVER BC"
"450","Mischief Under $5000",2014,1,"2600 CHARLES ST",NA,NA,NA,"VANCOUVER BC"
"451","Mischief Under $5000",2014,1,"GRANVILLE ST / W 33RD AVE",NA,NA,NA,"VANCOUVER BC"
"452","Mischief Under $5000",2014,1,"2900 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"453","Mischief Under $5000",2014,1,"1600 QUEBEC ST",NA,NA,NA,"VANCOUVER BC"
"454","Mischief Under $5000",2014,1,"500 TAYLOR ST",NA,NA,NA,"VANCOUVER BC"
"455","Mischief Under $5000",2014,1,"1300 ADANAC ST",NA,NA,NA,"VANCOUVER BC"
"456","Mischief Under $5000",2014,1,"300 E 59TH AVE",NA,NA,NA,"VANCOUVER BC"
"457","Mischief Under $5000",2014,1,"900 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"458","Mischief Under $5000",2014,1,"CASSIAR ST / TURNER ST",NA,NA,NA,"VANCOUVER BC"
"459","Mischief Under $5000",2014,1,"1200 QUEBEC ST",NA,NA,NA,"VANCOUVER BC"
"460","Mischief Under $5000",2014,1,"500 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"461","Mischief Under $5000",2014,1,"200 PRINCESS AVE",NA,NA,NA,"VANCOUVER BC"
"462","Mischief Under $5000",2014,1,"3000 MAIN ST",NA,NA,NA,"VANCOUVER BC"
"463","Mischief Under $5000",2014,1,"2700 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"464","Mischief Under $5000",2014,1,"1500 E 53RD AVE",NA,NA,NA,"VANCOUVER BC"
"465","Mischief Under $5000",2014,1,"2400 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"466","Mischief Under $5000",2014,1,"1100 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"467","Mischief Under $5000",2014,1,"3400 E 25TH AVE",NA,NA,NA,"VANCOUVER BC"
"468","Mischief Under $5000",2014,1,"3400 SEAFORTH DR",NA,NA,NA,"VANCOUVER BC"
"469","Mischief Under $5000",2014,1,"100 E 1ST AVE",NA,NA,NA,"VANCOUVER BC"
"470","Mischief Under $5000",2014,1,"100 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"471","Mischief Under $5000",2014,1,"100 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"472","Mischief Under $5000",2014,1,"1300 BEACH AVE",NA,NA,NA,"VANCOUVER BC"
"473","Mischief Under $5000",2014,1,"1600 E 36TH AVE",NA,NA,NA,"VANCOUVER BC"
"474","Mischief Under $5000",2014,1,"ALDER ST / W 13TH AVE",NA,NA,NA,"VANCOUVER BC"
"475","Mischief Under $5000",2014,1,"2600 E 28TH AVE",NA,NA,NA,"VANCOUVER BC"
"476","Mischief Under $5000",2014,1,"FOLEY ST / GREAT NORTHERN WAY",NA,NA,NA,"VANCOUVER BC"
"477","Mischief Under $5000",2014,1,"8700 MONTCALM ST",NA,NA,NA,"VANCOUVER BC"
"478","Mischief Under $5000",2014,1,"1100 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"479","Mischief Under $5000",2014,1,"CARTIER ST / W 72ND AVE",NA,NA,NA,"VANCOUVER BC"
"480","Mischief Under $5000",2014,1,"1400 E BROADWAY AVE",NA,NA,NA,"VANCOUVER BC"
"481","Mischief Under $5000",2014,1,"200 E 16TH AVE",NA,NA,NA,"VANCOUVER BC"
"482","Mischief Under $5000",2014,1,"100 ALEXANDER ST",NA,NA,NA,"VANCOUVER BC"
"483","Mischief Under $5000",2014,1,"2700 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"484","Mischief Under $5000",2014,1,"100 W CORDOVA ST",NA,NA,NA,"VANCOUVER BC"
"485","Mischief Under $5000",2014,1,"2500 QUEBEC ST",NA,NA,NA,"VANCOUVER BC"
"486","Mischief Under $5000",2014,1,"800 SEYMOUR ST",NA,NA,NA,"VANCOUVER BC"
"487","Mischief Under $5000",2014,1,"5600 ROSS ST",NA,NA,NA,"VANCOUVER BC"
"488","Mischief Under $5000",2014,1,"600 ABBOTT ST",NA,NA,NA,"VANCOUVER BC"
"489","Mischief Under $5000",2014,1,"DAVIE ST / GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"490","Mischief Under $5000",2014,1,"2100 PANDORA ST",NA,NA,NA,"VANCOUVER BC"
"491","Mischief Under $5000",2014,1,"6700 ALBERTA ST",NA,NA,NA,"VANCOUVER BC"
"492","Mischief Under $5000",2014,1,"500 TAYLOR ST",NA,NA,NA,"VANCOUVER BC"
"493","Mischief Under $5000",2014,1,"500 ABBOTT ST",NA,NA,NA,"VANCOUVER BC"
"494","Mischief Under $5000",2014,1,"400 ABBOTT ST",NA,NA,NA,"VANCOUVER BC"
"495","Mischief Under $5000",2014,1,"1800 GRAVELEY ST",NA,NA,NA,"VANCOUVER BC"
"496","Mischief Under $5000",2014,1,"1000 E 53RD AVE",NA,NA,NA,"VANCOUVER BC"
"497","Mischief Under $5000",2014,1,"2600 E 29TH AVE",NA,NA,NA,"VANCOUVER BC"
"498","Mischief Under $5000",2014,1,"100 ALEXANDER ST",NA,NA,NA,"VANCOUVER BC"
"499","Mischief Under $5000",2014,1,"2900 CHARLES ST",NA,NA,NA,"VANCOUVER BC"
"500","Mischief Under $5000",2014,1,"600 BEATTY ST",NA,NA,NA,"VANCOUVER BC"
"501","Mischief Under $5000",2014,1,"300 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"502","Mischief Under $5000",2014,1,"1100 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"503","Mischief Under $5000",2014,1,"1000 BURRARD ST",NA,NA,NA,"VANCOUVER BC"
"504","Mischief Under $5000",2014,1,"400 W PENDER ST",NA,NA,NA,"VANCOUVER BC"
"505","Mischief Under $5000",2014,1,"500 SHANGHAI ALLY",NA,NA,NA,"VANCOUVER BC"
"506","Mischief Under $5000",2014,1,"100 E CORDOVA ST",NA,NA,NA,"VANCOUVER BC"
"507","Mischief Under $5000",2014,1,"100 E HASTINGS ST",NA,NA,NA,"VANCOUVER BC"
"508","Mischief Under $5000",2014,1,"2900 CHARLES ST",NA,NA,NA,"VANCOUVER BC"
"509","Mischief Under $5000",2014,1,"600 ABBOTT ST",NA,NA,NA,"VANCOUVER BC"
"510","Mischief Under $5000",2014,1,"2400 W 2ND AVE",NA,NA,NA,"VANCOUVER BC"
"511","Mischief Under $5000",2014,1,"1800 PENDRELL ST",NA,NA,NA,"VANCOUVER BC"
"512","Mischief Under $5000",2014,1,"2300 TRINITY ST",NA,NA,NA,"VANCOUVER BC"
"513","Mischief Under $5000",2014,1,"7000 WERKS DR",NA,NA,NA,"VANCOUVER BC"
"514","Mischief Under $5000",2014,1,"3500 FRASER ST",NA,NA,NA,"VANCOUVER BC"
"515","Mischief Under $5000",2014,1,"600 BEATTY ST",NA,NA,NA,"VANCOUVER BC"
"516","Mischief Under $5000",2014,1,"900 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"517","Mischief Under $5000",2014,1,"2200 FRANKLIN ST",NA,NA,NA,"VANCOUVER BC"
"518","Mischief Under $5000",2014,1,"3600 WILLIAM ST",NA,NA,NA,"VANCOUVER BC"
"519","Mischief Under $5000",2014,1,"700 GRANVILLE ST",NA,NA,NA,"VANCOUVER BC"
"520","Mischief Under $5000",2014,1,"700 W GEORGIA ST",NA,NA,NA,"VANCOUVER BC"
"521","Mischief Under $5000",2014,1,"100 ONTARIO PL",NA,NA,NA,"VANCOUVER BC"
"522","Mischief Under $5000",2014,1,"3000 E 20TH AVE",NA,NA,NA,"VANCOUVER BC"
"523","Mischief Under $5000",2014,1,"900 JERVIS ST",NA,NA,NA,"VANCOUVER BC"
"524","Mischief Under $5000",2014,1,"500 RICHARDS ST",NA,NA,NA,"VANCOUVER BC"
"525","Mischief Under $5000",2014,1,"E 13TH AVE / VICTORIA DR",NA,NA,NA,"VANCOUVER BC"
"526","Mischief Under $5000",2014,1,"200 DAVIE ST",NA,NA,NA,"VANCOUVER BC"
"527","Mischief Under $5000",2014,1,"W 41ST AVE / WEST BLVD",NA,NA,NA,"VANCOUVER BC"
"528","Mischief Under $5000",2014,1,"2500 ALDER ST",NA,NA,NA,"VANCOUVER BC"
"529","Mischief Under $5000",2014,1,"300 HOMER ST",NA,NA,NA,"VANCOUVER BC"
